meanB,meanG,meanR,modeB,modeG,modeR,batch,concentration,image,predicted_concentration
84.72396067917784,80.0641037677579,83.35649292081803,87.57819481680072,79.67881408276715,85.73675930781332,batch1,0.0,0.0-4_batch1.csv,-3.569001539985379
88.77480688979136,87.52743437530818,83.04538740863005,88.2229379638706,86.97367123557835,84.88564017920302,batch2,25.0,25.0-2_batch2.csv,23.093625391285684
83.98051802403205,86.46844452353413,70.82062408690766,84.47627139215925,88.08612865913338,70.23787226072298,batch3,25.0,25.0-2_batch3.csv,19.987095151694746
83.7847374301676,80.8324157480315,78.62935211267606,82.96089385474862,81.496062992126,79.57746478873239,batch3,2.5,2.5-3_batch3.csv,-1.1691188783963185
85.78913846583762,82.2905911773532,81.51201366853797,86.349028922733,82.82484745423626,82.01122772760557,batch3,2.0,2.0-5_batch3.csv,5.515508498497013
83.51321199744734,82.60064820816741,71.25524745356502,88.06636885768987,85.84128160014816,73.69682444577592,batch2,0.0,0.0-4_batch2.csv,1.4475401778323658
83.36773986116184,85.53913736604376,72.37603517491875,84.03361344537815,84.49207333274289,71.68801376409864,batch3,25.0,25.0-4_batch3.csv,17.806586510646355
89.99481161210623,85.39800981996726,90.75624809575626,89.87029030265595,85.6178396072013,92.21980413492928,batch1,20.0,20.0-3_batch1.csv,18.187992119663193
84.86243804755945,82.58217675908318,82.27648920863308,88.4438881935753,83.77539785807227,84.09823865045894,batch3,0.5,0.5-5_batch3.csv,7.204699227891069
86.24489479060266,83.95722601509162,74.07846104928458,86.5679264555669,84.08192597915918,74.52305246422894,batch3,8.0,8.0-1_batch3.csv,7.469583335759694
92.46283727151136,93.47282886216468,94.01717001828153,91.84128399465,93.43200740055504,94.01932619482892,batch2,50.0,50.0-5_batch2.csv,53.333176398281466
86.86905768343333,79.52352069357002,87.51143605461132,87.67881864328564,78.95551656517699,90.27584285316244,batch1,2.5,2.5-1_batch1.csv,-6.676455254706809
86.67493730671914,84.03386083817925,78.19762962962965,87.71436603879674,85.72287948666533,79.56104252400549,batch2,10.0,10.0-4_batch2.csv,8.828426621618462
91.48512986608532,90.56498004525817,94.5443622308117,92.49454998442852,91.64780909277926,95.25124240750966,batch1,50.0,50.0-5_batch1.csv,41.97543661614503
91.03408092485549,81.83742566903332,99.69348608837969,93.14616019818332,84.54396504642273,102.12765957446808,batch1,8.0,8.0-4_batch1.csv,6.885233634846941
90.51037357052098,82.75851340996168,96.59614077669903,93.39263024142312,85.24904214559388,99.21116504854368,batch1,1.0,1.0-3_batch1.csv,9.371401870157854
88.76692101616628,81.18334511627907,90.02603412587413,90.5311778290993,82.79069767441861,92.3076923076923,batch1,5.0,5.0-1_batch1.csv,0.7519724308895093
92.42082154423045,84.31618484614533,98.53098073886957,96.13090165331516,86.35711922355794,102.30502052415537,batch1,15.0,15.0-3_batch1.csv,13.649938040087989
88.48427688504326,81.4936798997075,92.0525806451613,90.85290482076638,83.68157124947764,94.18202764976958,batch1,1.0,1.0-4_batch1.csv,3.987958081184729
