image,concentration,meanB,meanG,meanR,modeB,modeG,modeR,minB,minG,minR,maxB,maxG,maxR,stdB,stdG,stdR
batch3,8.0,4.126974391047385,4.076885580569875,3.795237757092454,4.707440918375928,3.8781438859330635,3.8781438859330635,3.8781438859330635,3.4292856398964493,3.4292856398964493,3.687817782917155,4.621688003316537,3.9293765408777004,0.2585860096603101,0.06961260957864107,0.08577130415801304
batch3,20.0,0.4482817273485034,0.38977470677015236,0.3602013594519626,0.8944271909999159,1.16619037896906,0.0,0.6324555320336759,0.7483314773547882,0.4,1.4696938456699067,0.4,0.4898979485566356,0.15309150914862746,0.09080520528295542,0.15814803421574886
batch3,10.0,4.648336426575962,4.8056900396388595,4.291113306518765,4.409081537009721,5.043808085167396,4.1952353926806065,4.882622246293481,4.791659420284375,3.9191835884530852,4.707440918375928,5.4258639865002145,4.66476151587624,0.12138682089736758,0.2451988107510492,0.21506177413551147
batch3,15.0,3.9302796084192066,3.7657410205721598,3.532446420717655,3.9293765408777004,3.8262252939417984,3.3466401061363023,4.223742416388575,2.8705400188814645,3.1368774282716245,3.059411708155671,4.09878030638384,3.7735924528226414,0.17980557411802725,0.19056089412680152,0.169942068136697
batch3,25.0,4.016028678608677,3.705002496886695,3.579663725961311,4.029888335921977,3.847076812334269,2.9257477676655586,3.867815921162743,3.1622776601683795,2.8705400188814645,3.655133376499413,3.9293765408777,4.049691346263317,0.25616131171049844,0.06384642089301865,0.12175002089225297
batch3,0.0,3.553071134826771,3.3518798247952524,3.214657629232103,4.019950248448356,3.6110940170535577,4.4,3.6110940170535577,3.54400902933387,3.1368774282716245,3.867815921162743,3.4292856398964497,3.3105890714493698,0.11745146742889523,0.08110172746104884,0.08278720508281867
batch3,40.0,1.179197046166179,0.9113039152181007,0.6704141841439818,2.33238075793812,2.0976176963403033,1.019803902718557,1.3564659966250536,0.4898979485566356,1.019803902718557,1.469693845669907,1.019803902718557,0.8,0.12993327206183206,0.04353997452361258,0.1164654599005952
batch3,30.0,0.991795029218922,0.6471062462150732,0.8191168322782759,2.280350850198276,0.7483314773547882,0.8,0.7483314773547882,0.6324555320336759,0.4,1.5999999999999999,0.7483314773547882,0.7483314773547882,0.17295241359799762,0.07417719765056129,0.15708076239785773
batch3,50.0,0.7022450978607412,0.6761297745747908,1.1894261033958182,0.4898979485566356,0.7483314773547882,1.4142135623730951,1.019803902718557,1.16619037896906,1.4966629547095764,1.16619037896906,0.7483314773547882,1.7204650534085253,0.10753735015380256,0.09946445393228241,0.23744416984073327
batch3,0.5,5.191631481820627,4.948915593900158,5.385427972055615,5.122499389946279,5.3065996645686395,5.89915248150105,4.029888335921977,4.4,4.833218389437829,5.043808085167396,5.043808085167397,6.144916598294887,0.22233324370138824,0.1497335148459345,0.19886300454899558
batch3,1.0,0.9697913406979878,0.8143482832773721,0.8197592530415274,1.624807680927192,0.7483314773547882,0.7483314773547882,1.4142135623730951,1.3564659966250536,1.4142135623730951,0.9797958971132711,0.9797958971132711,0.9797958971132711,0.2559730444775053,0.26335076401305224,0.29712142218223975
batch3,5.0,5.070646549730303,4.309407674156921,4.171465533734641,5.238320341483518,4.261455150532504,4.147288270665544,4.354308211415448,4.454211490264017,3.9698866482558417,7.5099933422074345,6.8,6.529931086925803,0.1570044105549628,0.17836231126666624,0.12384234815327191
